image_name,xmin,ymin,xmax,ymax,class_id
005268.jpg,90,130,197,219,1
005269.jpg,372,206,403,287,1
005273.jpg,336,12,415,160,1
005273.jpg,397,50,439,154,1
005274.jpg,102,62,422,344,1
005278.jpg,204,45,266,218,1
005278.jpg,151,72,199,142,1
005278.jpg,42,94,78,191,1
005278.jpg,263,90,283,131,1
005281.jpg,132,181,190,322,1
005281.jpg,59,199,89,318,1
005281.jpg,17,179,68,352,1
005281.jpg,97,228,110,253,1
005283.jpg,303,87,474,375,1
005283.jpg,1,99,146,375,1
005283.jpg,150,20,345,375,1
005297.jpg,89,2,454,333,1
005297.jpg,104,71,249,333,1
005297.jpg,37,132,106,270,1
005298.jpg,16,100,166,333,1
005298.jpg,246,43,371,333,1
005303.jpg,10,40,378,500,1
005304.jpg,1,2,472,400,1
005306.jpg,180,96,260,259,1
005306.jpg,58,117,206,375,1
005306.jpg,112,227,199,375,1
005306.jpg,288,111,395,375,1
005307.jpg,3,55,378,341,1
005310.jpg,29,170,414,333,1
005310.jpg,100,33,259,301,1
005311.jpg,218,66,250,110,1
005311.jpg,239,51,305,112,1
005311.jpg,1,1,194,205,1
005311.jpg,261,7,429,212,1
005315.jpg,226,116,287,248,1
005326.jpg,197,197,237,269,1
005326.jpg,341,176,361,235,1
005327.jpg,33,202,319,262,1
005331.jpg,101,84,245,304,1
005336.jpg,117,302,367,383,1
005343.jpg,110,142,387,375,1
005343.jpg,122,142,429,374,1
005344.jpg,39,40,284,452,1
005344.jpg,197,29,329,408,1
005346.jpg,95,77,394,330,1
005348.jpg,181,146,330,499,1
005348.jpg,1,24,215,499,1
005351.jpg,294,153,351,280,1
005368.jpg,9,18,323,500,1
005371.jpg,89,14,499,332,1
005374.jpg,290,147,361,325,1
005374.jpg,211,136,255,262,1
005374.jpg,215,153,258,262,1
005383.jpg,80,2,399,319,1
005384.jpg,313,133,456,375,1
005385.jpg,153,5,500,336,1
005385.jpg,74,33,321,283,1
005396.jpg,37,156,201,291,1
005396.jpg,269,122,486,475,1
005398.jpg,108,100,186,253,1
005398.jpg,139,96,231,267,1
005405.jpg,71,151,276,401,1
005410.jpg,263,148,364,333,1
005413.jpg,60,101,228,499,1
005414.jpg,196,40,290,330,1
005414.jpg,283,55,433,330,1
005417.jpg,1,1,384,373,1
005419.jpg,85,74,240,262,1
005421.jpg,65,18,366,375,1
005424.jpg,70,14,181,185,1
005424.jpg,21,137,209,365,1
005429.jpg,226,97,269,195,1
005429.jpg,242,57,304,207,1
005430.jpg,213,30,356,284,1
005439.jpg,212,85,284,137,1
005441.jpg,3,63,77,375,1
005441.jpg,61,90,99,189,1
005441.jpg,54,112,178,372,1
005441.jpg,165,72,254,374,1
005441.jpg,260,62,355,375,1
005441.jpg,383,62,450,117,1
005441.jpg,305,93,472,375,1
005448.jpg,405,113,461,206,1
005448.jpg,291,114,355,218,1
005448.jpg,218,122,272,201,1
005448.jpg,154,117,207,182,1
005448.jpg,101,115,146,193,1
005448.jpg,37,109,91,187,1
005450.jpg,7,123,342,500,1
005451.jpg,238,103,375,500,1
005451.jpg,156,357,237,466,1
005451.jpg,78,362,137,479,1
005461.jpg,227,122,288,298,1
005461.jpg,163,170,183,189,1
005461.jpg,71,142,129,371,1
005461.jpg,5,165,39,217,1
005467.jpg,402,64,498,241,1
005467.jpg,347,71,427,184,1
005467.jpg,38,21,220,375,1
005471.jpg,19,28,274,332,1
005471.jpg,274,26,497,308,1
005475.jpg,286,28,489,333,1
005478.jpg,1,160,98,411,1
005478.jpg,1,166,229,499,1
005485.jpg,161,216,202,325,1
005485.jpg,213,235,261,322,1
005485.jpg,237,220,263,258,1
005485.jpg,248,241,298,322,1
005485.jpg,245,252,273,287,1
005487.jpg,199,223,223,268,1
005487.jpg,79,231,103,283,1
005496.jpg,415,202,437,233,1
005499.jpg,277,5,414,180,1
005507.jpg,243,171,261,217,1
005508.jpg,89,131,275,500,1
005509.jpg,484,153,497,192,1
005509.jpg,429,153,444,200,1
005509.jpg,408,150,426,204,1
005509.jpg,309,155,328,198,1
005509.jpg,295,155,309,202,1
005511.jpg,88,112,226,298,1
005522.jpg,429,96,447,130,1
005522.jpg,454,93,470,131,1
005522.jpg,272,91,306,183,1
005522.jpg,116,92,146,216,1
005522.jpg,86,108,111,160,1
005522.jpg,59,104,82,160,1
005522.jpg,1,115,94,312,1
005526.jpg,1,4,268,375,1
005526.jpg,219,116,457,375,1
005527.jpg,24,42,363,500,1
005536.jpg,267,113,380,321,1
005541.jpg,1,1,49,298,1
005541.jpg,130,50,391,337,1
005542.jpg,153,122,277,375,1
005542.jpg,284,141,321,234,1
005542.jpg,432,192,480,302,1
005542.jpg,472,144,500,309,1
005542.jpg,256,140,287,228,1
005542.jpg,374,155,388,187,1
005542.jpg,354,149,367,187,1
005547.jpg,439,148,471,269,1
005550.jpg,237,176,291,269,1
005552.jpg,239,202,279,338,1
005552.jpg,190,203,264,356,1
005554.jpg,61,72,235,302,1
005554.jpg,225,91,355,277,1
005554.jpg,343,86,445,283,1
005554.jpg,398,6,428,42,1
005563.jpg,207,39,374,330,1
005563.jpg,104,84,369,374,1
005573.jpg,121,57,323,373,1
005574.jpg,158,199,226,374,1
005582.jpg,74,8,382,375,1
005582.jpg,370,2,500,375,1
005582.jpg,1,2,107,375,1
005582.jpg,297,25,339,108,1
005583.jpg,145,220,178,316,1
005585.jpg,334,96,389,276,1
005593.jpg,252,112,304,153,1
005593.jpg,172,110,220,150,1
005593.jpg,298,31,351,136,1
005599.jpg,150,27,318,369,1
005599.jpg,26,37,191,376,1
005600.jpg,100,195,114,226,1
005600.jpg,88,195,102,224,1
005606.jpg,10,41,291,373,1
005606.jpg,100,67,495,373,1
005606.jpg,20,84,75,144,1
005606.jpg,65,109,117,172,1
005608.jpg,31,146,199,441,1
005608.jpg,97,181,241,321,1
005611.jpg,163,22,266,199,1
005613.jpg,63,1,298,292,1
005615.jpg,155,87,297,338,1
005618.jpg,89,92,124,241,1
005618.jpg,142,93,191,243,1
005631.jpg,273,290,303,376,1
005631.jpg,320,288,359,403,1
005636.jpg,254,211,318,386,1
005639.jpg,250,130,308,209,1
005644.jpg,184,39,500,372,1
005644.jpg,1,78,227,373,1
005645.jpg,55,71,82,102,1
005648.jpg,22,109,56,247,1
005648.jpg,91,130,149,248,1
005648.jpg,166,316,265,467,1
005652.jpg,192,60,248,220,1
005653.jpg,207,97,284,280,1
005653.jpg,362,103,422,262,1
005657.jpg,1,14,490,331,1
005658.jpg,120,202,171,252,1
005658.jpg,21,249,41,295,1
005660.jpg,190,304,220,394,1
005662.jpg,121,136,227,295,1
005664.jpg,206,16,365,203,1
005664.jpg,82,19,412,375,1
005664.jpg,1,16,153,375,1
005669.jpg,160,87,194,220,1
005669.jpg,1,1,154,332,1
005672.jpg,1,1,138,191,1
005680.jpg,476,244,500,299,1
005682.jpg,85,3,404,375,1
005693.jpg,186,70,375,500,1
005693.jpg,1,8,152,500,1
005695.jpg,71,129,331,499,1
005695.jpg,171,196,330,486,1
005700.jpg,153,146,229,266,1
005700.jpg,258,147,281,184,1
005702.jpg,76,63,327,465,1
005704.jpg,437,113,492,178,1
005704.jpg,352,130,433,273,1
005704.jpg,279,198,390,307,1
005704.jpg,270,232,408,374,1
005704.jpg,197,294,322,375,1
005704.jpg,74,82,220,302,1
005704.jpg,58,121,100,173,1
005704.jpg,7,131,57,179,1
005716.jpg,1,7,295,297,1
005716.jpg,368,1,500,206,1
005719.jpg,1,59,79,326,1
005719.jpg,45,48,102,203,1
005719.jpg,164,51,239,156,1
005719.jpg,244,33,323,196,1
005719.jpg,329,110,373,209,1
005719.jpg,333,119,465,247,1
005719.jpg,96,124,280,373,1
005728.jpg,132,61,194,192,1
005729.jpg,135,34,309,304,1
005731.jpg,381,177,410,285,1
005732.jpg,348,166,453,385,1
005732.jpg,229,157,351,374,1
005732.jpg,44,115,173,373,1
005738.jpg,227,85,247,102,1
005740.jpg,1,26,274,333,1
005741.jpg,4,112,99,288,1
005747.jpg,100,4,140,80,1
005747.jpg,67,14,101,84,1
005757.jpg,108,75,178,280,1
005757.jpg,210,131,252,253,1
005761.jpg,21,54,381,361,1
005764.jpg,1,17,109,461,1
005765.jpg,2,2,338,374,1
005765.jpg,251,4,500,375,1
005765.jpg,1,1,118,262,1
005768.jpg,217,38,398,282,1
005773.jpg,65,200,163,357,1
005773.jpg,138,239,215,365,1
005773.jpg,171,171,303,365,1
005773.jpg,306,284,371,394,1
005780.jpg,213,111,304,197,1
005784.jpg,6,22,410,278,1
005784.jpg,7,106,494,438,1
005786.jpg,358,25,447,312,1
005786.jpg,320,51,390,312,1
005786.jpg,250,41,327,315,1
005786.jpg,192,31,271,318,1
005786.jpg,130,45,200,314,1
005786.jpg,47,47,146,328,1
005788.jpg,148,32,358,262,1
005790.jpg,267,34,500,281,1
005796.jpg,45,57,294,500,1
005799.jpg,244,146,297,229,1
005799.jpg,189,163,248,228,1
005799.jpg,411,114,500,373,1
005811.jpg,446,1,477,85,1
005814.jpg,53,1,279,346,1
005818.jpg,89,112,198,375,1
005818.jpg,184,153,283,375,1
005824.jpg,171,95,231,237,1
005826.jpg,78,159,132,286,1
005829.jpg,41,15,189,327,1
005829.jpg,174,92,363,327,1
005829.jpg,372,137,500,327,1
005836.jpg,71,40,263,500,1
005840.jpg,1,136,118,500,1
005840.jpg,77,160,245,500,1
005840.jpg,212,160,303,500,1
005840.jpg,326,180,493,500,1
005840.jpg,258,165,381,500,1
005845.jpg,236,2,500,349,1
005852.jpg,129,220,320,475,1
005856.jpg,157,82,312,372,1
005856.jpg,117,52,434,322,1
005859.jpg,2,3,298,375,1
005863.jpg,31,77,133,375,1
005863.jpg,65,128,153,374,1
005863.jpg,134,74,189,147,1
005863.jpg,132,140,241,375,1
005863.jpg,183,94,234,183,1
005863.jpg,182,177,257,352,1
005863.jpg,240,81,295,375,1
005863.jpg,256,122,338,374,1
005863.jpg,299,75,361,174,1
005863.jpg,351,50,415,153,1
005863.jpg,299,189,376,375,1
005863.jpg,334,100,434,375,1
005873.jpg,149,2,296,331,1
005881.jpg,206,79,500,371,1
005884.jpg,81,39,245,212,1
005885.jpg,109,57,410,373,1
005889.jpg,2,124,160,375,1
005889.jpg,113,61,275,375,1
005889.jpg,231,94,328,375,1
005889.jpg,263,61,500,375,1
005889.jpg,440,91,500,234,1
005903.jpg,381,207,402,292,1
005905.jpg,194,2,359,283,1
005905.jpg,2,2,246,283,1
005906.jpg,232,170,257,232,1
005906.jpg,358,131,400,257,1
005908.jpg,72,2,499,375,1
005919.jpg,231,133,317,208,1
005919.jpg,153,146,196,231,1
005919.jpg,108,144,159,266,1
005919.jpg,69,163,121,288,1
005919.jpg,3,155,107,330,1
005919.jpg,341,129,394,236,1
005919.jpg,422,131,462,173,1
005919.jpg,338,132,458,308,1
005919.jpg,355,158,500,345,1
005923.jpg,168,170,221,287,1
005923.jpg,224,153,274,249,1
005923.jpg,310,142,387,308,1
005928.jpg,289,77,334,201,1
005928.jpg,212,89,331,298,1
005928.jpg,144,85,207,315,1
005930.jpg,12,16,48,176,1
005930.jpg,412,97,443,136,1
005930.jpg,64,7,170,180,1
005938.jpg,135,73,401,313,1
005938.jpg,3,102,152,312,1
005938.jpg,148,116,224,221,1
005938.jpg,8,127,53,175,1
005940.jpg,2,57,154,366,1
005940.jpg,125,151,276,374,1
005940.jpg,178,83,305,228,1
005940.jpg,244,140,389,373,1
005940.jpg,376,140,496,374,1
005940.jpg,397,163,500,374,1
005948.jpg,366,100,403,203,1
005948.jpg,274,108,310,214,1
005951.jpg,329,36,468,272,1
005956.jpg,211,90,245,123,1
005961.jpg,306,431,324,478,1
005961.jpg,333,426,351,477,1
005961.jpg,360,419,375,472,1
005961.jpg,115,421,166,500,1
005961.jpg,25,457,75,500,1
005971.jpg,8,109,341,333,1
005975.jpg,67,214,92,277,1
005979.jpg,393,1,438,116,1
005979.jpg,337,1,376,97,1
005984.jpg,60,58,445,374,1
005985.jpg,55,70,231,410,1
005988.jpg,37,66,95,232,1
005988.jpg,346,48,455,252,1
005989.jpg,213,96,355,260,1
005990.jpg,373,184,500,375,1
005990.jpg,362,179,454,276,1
005991.jpg,124,207,217,419,1
005992.jpg,43,77,449,293,1
006004.jpg,57,146,184,468,1
006004.jpg,130,169,266,500,1
006004.jpg,1,173,101,500,1
006005.jpg,55,81,181,196,1
006005.jpg,178,70,294,192,1
006011.jpg,239,76,266,117,1
006011.jpg,244,142,284,181,1
006028.jpg,282,81,331,289,1
006028.jpg,177,200,215,249,1
006029.jpg,140,33,175,99,1
006029.jpg,26,39,174,142,1
006029.jpg,132,33,217,136,1
006029.jpg,150,132,490,307,1
006033.jpg,4,12,227,500,1
006033.jpg,178,44,372,494,1
006038.jpg,379,195,429,290,1
006038.jpg,397,203,443,292,1
006041.jpg,76,54,207,375,1
006041.jpg,222,22,500,317,1
006043.jpg,465,29,496,131,1
006043.jpg,252,22,302,113,1
006043.jpg,297,23,328,63,1
006043.jpg,116,24,150,63,1
006071.jpg,387,49,426,216,1
006071.jpg,2,2,69,249,1
006071.jpg,311,44,376,219,1
006071.jpg,75,58,119,177,1
006071.jpg,419,2,500,315,1
006071.jpg,157,73,192,128,1
006071.jpg,139,102,152,153,1
006071.jpg,374,84,394,126,1
006071.jpg,269,28,312,115,1
006095.jpg,150,77,189,181,1
006103.jpg,72,295,96,351,1
006103.jpg,203,291,223,341,1
006103.jpg,350,294,366,333,1
006103.jpg,390,293,406,326,1
006104.jpg,171,100,331,333,1
006117.jpg,2,60,312,500,1
006130.jpg,3,85,263,352,1
006130.jpg,203,81,428,367,1
006130.jpg,360,78,500,370,1
006133.jpg,2,82,63,196,1
006133.jpg,455,96,485,174,1
006140.jpg,275,149,338,220,1
006140.jpg,344,153,408,241,1
006140.jpg,387,147,500,291,1
006140.jpg,5,3,205,333,1
006140.jpg,178,95,241,190,1
006140.jpg,72,54,183,204,1
006148.jpg,92,122,289,452,1
006150.jpg,394,131,492,350,1
006150.jpg,193,157,257,400,1
006150.jpg,20,150,139,379,1
006150.jpg,61,161,133,400,1
006151.jpg,53,170,140,363,1
006151.jpg,215,171,262,340,1
006151.jpg,276,174,334,332,1
006156.jpg,2,2,451,375,1
006158.jpg,54,130,190,327,1
006161.jpg,312,69,398,196,1
006161.jpg,384,103,498,312,1
006161.jpg,348,76,446,234,1
006161.jpg,67,73,180,217,1
006161.jpg,1,68,109,316,1
006161.jpg,222,26,266,101,1
006161.jpg,259,64,316,160,1
006161.jpg,112,64,159,158,1
006163.jpg,79,89,305,500,1
006171.jpg,54,37,231,174,1
006172.jpg,61,171,381,358,1
006172.jpg,158,11,361,319,1
006175.jpg,207,88,295,199,1
006176.jpg,4,2,281,479,1
006176.jpg,203,4,497,479,1
006177.jpg,120,209,154,273,1
006179.jpg,206,109,243,156,1
006179.jpg,159,89,220,159,1
006180.jpg,1,66,231,288,1
006185.jpg,13,155,153,285,1
006185.jpg,203,70,321,258,1
006185.jpg,257,107,456,325,1
006187.jpg,61,33,375,500,1
006187.jpg,1,43,218,500,1
006198.jpg,125,107,186,174,1
006198.jpg,82,99,123,305,1
006198.jpg,436,78,489,360,1
006198.jpg,434,61,500,375,1
006198.jpg,327,79,368,159,1
006198.jpg,283,61,344,175,1
006198.jpg,4,82,96,375,1
006198.jpg,342,95,443,375,1
006198.jpg,97,83,338,375,1
006198.jpg,199,82,376,375,1
006209.jpg,147,167,355,375,1
006221.jpg,1,75,344,375,1
006225.jpg,1,1,79,266,1
006225.jpg,99,9,189,149,1
006225.jpg,181,11,213,125,1
006225.jpg,194,13,255,117,1
006229.jpg,76,117,157,306,1
006229.jpg,306,115,374,248,1
006229.jpg,347,115,382,212,1
006229.jpg,373,75,462,375,1
006229.jpg,168,131,355,375,1
006233.jpg,386,303,423,347,1
006235.jpg,443,230,464,262,1
006236.jpg,98,115,220,441,1
006238.jpg,258,1,358,139,1
006238.jpg,40,11,317,333,1
006240.jpg,1,14,350,467,1
006243.jpg,75,52,138,250,1
006243.jpg,205,68,246,149,1
006243.jpg,266,37,314,192,1
006243.jpg,347,37,385,195,1
006243.jpg,416,43,463,202,1
006243.jpg,132,50,170,159,1
006243.jpg,313,46,349,181,1
006259.jpg,68,112,127,171,1
006259.jpg,4,136,45,195,1
006272.jpg,71,217,146,347,1
006276.jpg,106,47,232,308,1
006282.jpg,119,98,312,334,1
006284.jpg,169,46,500,332,1
006285.jpg,256,78,343,237,1
006285.jpg,139,87,230,239,1
006286.jpg,80,88,405,375,1
006286.jpg,436,147,475,209,1
006286.jpg,381,145,428,191,1
006289.jpg,105,122,256,339,1
006289.jpg,160,202,436,499,1
006289.jpg,349,157,428,276,1
006296.jpg,199,57,331,400,1
006296.jpg,320,7,496,400,1
006296.jpg,1,9,199,400,1
006300.jpg,33,112,72,188,1
006300.jpg,100,92,178,267,1
006300.jpg,282,37,429,375,1
006320.jpg,26,104,65,213,1
006320.jpg,66,137,93,214,1
006320.jpg,93,141,118,213,1
006320.jpg,465,103,480,161,1
006320.jpg,108,110,132,176,1
006320.jpg,56,109,75,188,1
006339.jpg,284,166,371,238,1
006339.jpg,265,104,322,184,1
006339.jpg,81,128,183,199,1
006339.jpg,86,254,188,301,1
006341.jpg,39,87,347,500,1
006344.jpg,394,129,439,239,1
006344.jpg,460,152,497,249,1
006344.jpg,449,132,490,177,1
006346.jpg,419,221,490,374,1
006346.jpg,255,221,341,374,1
006346.jpg,329,209,351,285,1
006346.jpg,304,210,333,285,1
006346.jpg,128,230,181,321,1
006346.jpg,110,221,143,273,1
006346.jpg,65,222,106,271,1
006351.jpg,89,55,390,375,1
006352.jpg,43,82,174,374,1
006355.jpg,189,27,283,217,1
006369.jpg,435,102,446,131,1
006369.jpg,479,96,500,156,1
006369.jpg,367,100,401,137,1
006369.jpg,400,125,425,167,1
006381.jpg,5,209,125,375,1
006381.jpg,323,198,435,365,1
006381.jpg,267,185,353,290,1
006381.jpg,250,126,289,167,1
006381.jpg,3,163,56,305,1
006381.jpg,82,155,157,295,1
006381.jpg,127,135,207,276,1
006381.jpg,204,130,227,171,1
006381.jpg,217,132,260,234,1
006387.jpg,208,134,238,208,1
006391.jpg,6,114,310,454,1
006392.jpg,119,17,202,121,1
006395.jpg,134,117,316,347,1
006398.jpg,1,100,180,375,1
006398.jpg,43,50,206,254,1
006398.jpg,159,57,236,198,1
006398.jpg,391,95,500,375,1
006398.jpg,362,72,500,269,1
006398.jpg,332,71,399,212,1
006398.jpg,312,40,355,139,1
006398.jpg,261,36,317,105,1
006398.jpg,1,56,52,195,1
006409.jpg,304,98,500,375,1
006409.jpg,1,128,114,264,1
006427.jpg,265,47,500,375,1
006427.jpg,27,49,297,375,1
006427.jpg,1,153,22,195,1
006428.jpg,93,169,152,312,1
006428.jpg,1,257,64,375,1
006433.jpg,212,65,249,119,1
006440.jpg,270,123,313,266,1
006442.jpg,2,29,195,500,1
006442.jpg,130,181,347,500,1
006444.jpg,411,3,500,229,1
006445.jpg,174,101,299,272,1
006450.jpg,99,125,316,319,1
006450.jpg,305,47,413,322,1
006455.jpg,119,11,167,137,1
006459.jpg,174,65,255,210,1
006459.jpg,283,118,368,349,1
006459.jpg,427,135,457,214,1
006459.jpg,461,128,499,254,1
006459.jpg,1,147,42,248,1
006463.jpg,1,4,236,333,1
006463.jpg,153,27,465,333,1
006465.jpg,75,202,279,375,1
006465.jpg,1,168,54,375,1
006465.jpg,370,224,492,375,1
006465.jpg,298,225,376,375,1
006465.jpg,220,202,467,375,1
006465.jpg,140,153,182,210,1
006475.jpg,143,8,332,436,1
006476.jpg,133,198,146,238,1
006476.jpg,256,98,447,367,1
006482.jpg,30,31,406,375,1
006483.jpg,100,32,379,377,1
006486.jpg,1,160,160,352,1
006486.jpg,75,113,170,257,1
006486.jpg,210,85,313,238,1
006486.jpg,324,135,429,312,1
006488.jpg,245,51,498,359,1
006492.jpg,115,33,478,375,1
006492.jpg,166,168,321,366,1
006497.jpg,461,98,491,153,1
006497.jpg,426,103,452,135,1
006497.jpg,390,97,413,128,1
006497.jpg,166,104,185,119,1
006503.jpg,307,109,474,327,1
006503.jpg,219,86,350,270,1
006503.jpg,1,60,100,247,1
006506.jpg,399,109,454,226,1
006506.jpg,320,124,376,223,1
006506.jpg,231,122,291,233,1
006506.jpg,163,133,218,235,1
006506.jpg,74,142,121,242,1
006506.jpg,31,143,82,260,1
006519.jpg,4,114,172,369,1
006519.jpg,139,105,380,375,1
006519.jpg,177,87,500,353,1
006529.jpg,4,48,214,375,1
006532.jpg,205,124,331,223,1
006536.jpg,28,194,334,500,1
006542.jpg,431,172,457,229,1
006542.jpg,414,172,433,228,1
006542.jpg,394,175,415,227,1
006542.jpg,181,84,194,135,1
006542.jpg,136,84,154,134,1
006542.jpg,122,89,137,137,1
006542.jpg,104,86,129,134,1
006542.jpg,88,84,107,137,1
006542.jpg,34,87,48,104,1
006550.jpg,290,141,355,322,1
006550.jpg,207,114,283,223,1
006550.jpg,338,150,379,316,1
006550.jpg,460,273,480,302,1
006551.jpg,107,110,199,269,1
006551.jpg,227,126,286,207,1
006551.jpg,261,125,355,269,1
006551.jpg,5,96,32,148,1
006551.jpg,31,100,64,150,1
006551.jpg,63,98,89,148,1
006551.jpg,13,125,80,235,1
006551.jpg,61,135,111,231,1
006551.jpg,95,129,128,177,1
006551.jpg,334,111,368,153,1
006551.jpg,370,110,395,153,1
006551.jpg,390,108,425,227,1
006551.jpg,423,117,450,155,1
006551.jpg,447,116,496,225,1
006560.jpg,1,28,246,375,1
006560.jpg,223,31,500,375,1
006572.jpg,80,82,152,167,1
006576.jpg,25,1,375,475,1
006576.jpg,1,2,117,253,1
006576.jpg,124,139,162,180,1
006578.jpg,93,52,292,334,1
006578.jpg,4,168,275,428,1
006583.jpg,84,86,339,324,1
006584.jpg,122,87,174,164,1
006584.jpg,191,98,210,124,1
006584.jpg,212,79,275,283,1
006584.jpg,242,86,286,233,1
006584.jpg,86,101,182,214,1
006584.jpg,143,99,241,327,1
006584.jpg,2,39,217,331,1
006584.jpg,233,39,373,331,1
006584.jpg,384,57,484,323,1
006585.jpg,168,41,325,234,1
006587.jpg,213,31,288,198,1
006588.jpg,473,187,488,211,1
006599.jpg,37,1,158,262,1
006599.jpg,224,1,500,375,1
006602.jpg,202,365,293,489,1
006602.jpg,22,254,85,445,1
006602.jpg,99,365,191,465,1
006609.jpg,1,15,500,375,1
006610.jpg,118,1,439,117,1
006611.jpg,181,237,295,382,1
006612.jpg,180,204,266,412,1
006617.jpg,224,36,281,192,1
006618.jpg,131,49,251,284,1
006621.jpg,159,166,290,343,1
006625.jpg,102,153,152,266,1
006625.jpg,69,157,100,261,1
006625.jpg,19,156,58,283,1
006626.jpg,443,106,500,213,1
006626.jpg,277,113,372,285,1
006626.jpg,185,101,355,303,1
006626.jpg,2,77,258,332,1
006631.jpg,275,6,500,327,1
006631.jpg,94,19,337,327,1
006637.jpg,325,110,366,316,1
006637.jpg,200,87,259,255,1
006637.jpg,106,107,210,288,1
006645.jpg,44,171,185,379,1
006647.jpg,179,66,272,290,1
006647.jpg,172,38,317,349,1
006647.jpg,276,2,426,252,1
006648.jpg,3,1,463,332,1
006648.jpg,372,204,416,285,1
006648.jpg,312,183,346,283,1
006658.jpg,160,99,204,186,1
006658.jpg,200,104,264,205,1
006658.jpg,259,102,327,209,1
006658.jpg,304,117,387,219,1
006658.jpg,362,131,415,222,1
006658.jpg,288,145,490,375,1
006658.jpg,1,96,71,269,1
006658.jpg,39,86,137,239,1
006658.jpg,79,121,297,372,1
006661.jpg,77,96,132,210,1
006661.jpg,144,111,175,188,1
006661.jpg,182,123,215,186,1
006664.jpg,23,58,255,298,1
006666.jpg,8,97,375,500,1
006666.jpg,8,154,334,434,1
006667.jpg,192,94,429,375,1
006668.jpg,27,69,134,214,1
006668.jpg,1,1,70,258,1
006670.jpg,432,300,474,426,1
006677.jpg,67,235,333,500,1
006682.jpg,307,74,499,373,1
006682.jpg,1,127,115,375,1
006682.jpg,116,50,314,371,1
006690.jpg,203,124,295,294,1
006690.jpg,53,106,153,294,1
006690.jpg,125,50,227,231,1
006695.jpg,307,153,433,370,1
006695.jpg,196,123,327,373,1
006695.jpg,72,138,206,375,1
006696.jpg,36,77,163,368,1
006696.jpg,291,160,358,261,1
006696.jpg,390,110,500,314,1
006697.jpg,41,77,260,337,1
006697.jpg,255,82,500,375,1
006698.jpg,245,1,495,375,1
006698.jpg,70,128,387,375,1
006699.jpg,38,3,375,274,1
006703.jpg,89,102,223,337,1
006707.jpg,118,53,362,354,1
006709.jpg,113,146,181,223,1
006709.jpg,187,159,272,238,1
006709.jpg,394,110,500,252,1
006714.jpg,3,79,373,500,1
006718.jpg,76,147,101,255,1
006722.jpg,238,28,334,266,1
006722.jpg,410,86,472,254,1
006722.jpg,108,105,190,255,1
006727.jpg,75,116,200,264,1
006727.jpg,263,110,436,255,1
006731.jpg,175,46,352,279,1
006731.jpg,55,78,192,273,1
006738.jpg,208,135,274,283,1
006738.jpg,72,159,114,250,1
006739.jpg,114,8,431,375,1
006753.jpg,80,35,260,500,1
006753.jpg,251,85,332,500,1
006753.jpg,254,1,332,246,1
006753.jpg,204,1,250,43,1
006753.jpg,44,1,222,500,1
006762.jpg,249,192,290,296,1
006762.jpg,125,197,192,322,1
006768.jpg,109,72,376,310,1
006772.jpg,243,58,419,349,1
006772.jpg,88,70,270,349,1
006777.jpg,150,140,329,443,1
006777.jpg,26,125,253,500,1
006782.jpg,1,104,222,500,1
006783.jpg,64,211,84,250,1
006784.jpg,181,103,212,142,1
006784.jpg,217,88,241,124,1
006784.jpg,264,80,291,117,1
006784.jpg,291,69,329,167,1
006784.jpg,232,46,469,375,1
006784.jpg,386,33,448,134,1
006786.jpg,82,1,324,358,1
006786.jpg,296,24,451,328,1
006789.jpg,83,33,166,162,1
006789.jpg,47,169,90,269,1
006797.jpg,181,65,384,374,1
006800.jpg,283,189,375,375,1
006800.jpg,361,200,432,375,1
006800.jpg,402,164,500,375,1
006802.jpg,344,99,366,119,1
006802.jpg,209,89,258,231,1
006803.jpg,305,323,333,412,1
006808.jpg,33,11,266,375,1
006810.jpg,334,39,500,375,1
006810.jpg,20,148,114,357,1
006821.jpg,15,177,54,290,1
006824.jpg,127,3,382,287,1
006833.jpg,60,40,353,375,1
006835.jpg,205,6,500,375,1
006836.jpg,153,61,323,263,1
006838.jpg,230,35,500,332,1
006840.jpg,58,19,368,333,1
006841.jpg,386,106,436,284,1
006847.jpg,235,67,297,214,1
006847.jpg,85,91,139,242,1
006850.jpg,42,40,221,328,1
006855.jpg,24,1,66,105,1
006855.jpg,1,1,31,114,1
006858.jpg,196,43,299,300,1
006862.jpg,364,171,387,252,1
006862.jpg,344,169,371,227,1
006862.jpg,298,175,334,349,1
006862.jpg,222,205,252,284,1
006862.jpg,8,146,68,333,1
006864.jpg,336,1,500,325,1
006864.jpg,237,6,380,283,1
006866.jpg,221,44,331,218,1
006866.jpg,94,130,129,177,1
006868.jpg,235,181,325,372,1
006874.jpg,202,317,252,375,1
006874.jpg,259,213,321,298,1
006874.jpg,71,110,86,161,1
006876.jpg,210,8,384,310,1
006880.jpg,325,167,495,374,1
006880.jpg,2,165,148,372,1
006880.jpg,131,7,238,202,1
006880.jpg,208,86,341,156,1
006880.jpg,83,144,199,295,1
006887.jpg,187,107,294,190,1
006887.jpg,60,112,178,342,1
006887.jpg,131,161,332,358,1
006887.jpg,303,141,426,339,1
006896.jpg,187,111,224,241,1
006896.jpg,58,137,89,271,1
006896.jpg,29,149,72,262,1
006896.jpg,1,135,121,375,1
006896.jpg,118,119,167,261,1
006903.jpg,216,1,496,373,1
006903.jpg,1,2,247,375,1
006908.jpg,2,89,398,375,1
